Date,isHoliday,Month,Day,WeekNum,Contest number,Word,Number of reported results,Number in hard mode,1 try,2 tries,3 tries,4 tries,5 tries,6 tries,7 or more tries (X),Average,Sigma,th,sh,ch,er,ing,ou,en,eu,ai,oe,kn,ph,fj,wr,qu,Collision
2022/3/15,0,3,15,3,269,tease,202855,10024,0.01,0.16,0.32,0.3,0.16,0.06,0.01,3.647058824,1.176960682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/3/14,0,3,14,2,268,smelt,185406,9373,0,0.05,0.19,0.33,0.28,0.13,0.02,4.31,1.128671786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/3/13,0,3,13,1,267,focus,179436,8937,0.01,0.04,0.23,0.36,0.24,0.1,0.01,4.131313131,1.097715393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/3/12,0,3,12,7,266,today,192049,9353,0.01,0.07,0.29,0.35,0.2,0.07,0.01,3.91,1.105395857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/3/11,0,3,11,6,265,watch,226349,12400,0.01,0.06,0.14,0.18,0.17,0.24,0.2,4.96,1.574293492,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
2022/3/10,0,3,10,5,264,lapse,208884,9960,0,0.08,0.31,0.34,0.19,0.07,0.01,3.89,1.085311015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/3/9,0,3,9,4,263,month,201799,9435,0.01,0.05,0.26,0.37,0.22,0.08,0.01,4.02,1.086093919,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/3/8,0,3,8,3,262,sweet,207473,9767,0.01,0.05,0.18,0.31,0.28,0.15,0.02,4.33,1.192098989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/3/7,0,3,7,2,261,hoard,218595,9823,0.01,0.09,0.3,0.34,0.19,0.07,0.01,3.851485149,1.129147042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/3/6,0,3,6,1,260,cloth,218595,9911,0.01,0.08,0.33,0.34,0.17,0.07,0.01,3.821782178,1.111559778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/3/5,0,3,5,7,259,brine,229895,10405,0.01,0.09,0.25,0.29,0.22,0.12,0.03,4.089108911,1.282780164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/3/4,0,3,4,6,258,ahead,203730,9396,0.01,0.05,0.2,0.35,0.26,0.12,0.02,4.227722772,1.159388607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/3/3,0,3,3,5,257,mourn,240018,10465,0.01,0.08,0.29,0.34,0.19,0.08,0.01,3.9,1.135781669,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
2022/3/2,0,3,2,4,256,nasty,257304,10813,0.01,0.07,0.26,0.31,0.21,0.11,0.02,4.060606061,1.212878551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/3/1,0,3,1,3,255,rupee,240137,10577,0.01,0.02,0.17,0.35,0.3,0.13,0.02,4.38,1.093434955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/2/28,0,2,28,2,254,choke,251094,10521,0.01,0.08,0.3,0.36,0.18,0.06,0.01,3.84,1.092886087,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
2022/2/27,0,2,27,1,253,chant,250413,10438,0.01,0.09,0.33,0.33,0.16,0.07,0.01,3.79,1.125122216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
2022/2/26,0,2,26,7,252,spill,248363,10087,0.01,0.05,0.26,0.34,0.22,0.1,0.02,4.09,1.158404075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/2/25,0,2,25,6,251,vivid,255907,11687,0.01,0.02,0.1,0.29,0.33,0.21,0.04,4.7,1.144552314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/2/24,0,2,24,5,250,bloke,250674,10405,0.01,0.06,0.21,0.32,0.25,0.12,0.02,4.191919192,1.194911498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/2/23,0,2,23,4,249,trove,277576,11411,0.01,0.05,0.16,0.24,0.25,0.22,0.08,4.633663366,1.369561412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/2/22,0,2,22,3,248,thorn,306356,11814,0.01,0.14,0.38,0.3,0.12,0.04,0,3.505050505,1.038391699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/2/21,1,2,21,2,247,other,278731,10887,0.01,0.09,0.26,0.3,0.21,0.1,0.02,4,1.23091491,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
2022/2/20,0,2,20,1,246,tacit,273306,11094,0.01,0.04,0.21,0.32,0.26,0.14,0.03,4.306930693,1.200186242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/2/19,0,2,19,7,245,swill,282327,11241,0.01,0.01,0.08,0.19,0.31,0.3,0.1,5.08,1.20565335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/2/18,0,2,18,6,244,dodge,265238,10220,0.01,0.03,0.15,0.29,0.27,0.19,0.07,4.613861386,1.274038539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/2/17,0,2,17,5,243,shake,342003,12767,0.01,0.06,0.16,0.23,0.24,0.21,0.09,4.62,1.412657071,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/2/16,0,2,16,4,242,caulk,289721,10740,0.01,0.04,0.2,0.31,0.26,0.15,0.03,4.34,1.210123961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/2/15,0,2,15,3,241,aroma,287836,10343,0.01,0.06,0.25,0.33,0.22,0.11,0.02,4.1,1.187434209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/2/14,0,2,14,2,240,cynic,261521,10343,0.01,0.06,0.25,0.33,0.22,0.11,0.02,4.1,1.187434209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/2/13,0,2,13,1,239,robin,277471,3249,0.01,0.06,0.29,0.34,0.21,0.08,0.01,3.96,1.112834219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/2/12,0,2,12,7,238,ultra,269885,9310,0.01,0.07,0.23,0.34,0.24,0.1,0.01,4.07,1.15112988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/2/11,0,2,11,6,237,ulcer,278826,10631,0.01,0.04,0.18,0.3,0.28,0.16,0.03,4.4,1.208304597,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
2022/2/10,0,2,10,5,236,pause,304830,13480,0.01,0.08,0.26,0.32,0.21,0.1,0.02,4.02,1.208139065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/2/9,0,2,9,4,235,humor,305372,13846,0.01,0.05,0.22,0.34,0.25,0.11,0.02,4.18,1.160861749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/2/8,0,2,8,3,234,frame,336236,15369,0.01,0.1,0.2,0.24,0.24,0.17,0.03,4.242424242,1.356547229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/2/7,0,2,7,2,233,elder,288228,13340,0.01,0.03,0.13,0.24,0.3,0.24,0.05,4.71,1.24334227,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
2022/2/6,0,2,6,1,232,skill,311018,13716,0.01,0.03,0.17,0.33,0.27,0.16,0.03,4.42,1.176265276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/2/5,0,2,5,7,231,aloft,319698,13708,0.01,0.04,0.22,0.36,0.25,0.11,0.02,4.198019802,1.134689751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/2/4,0,2,4,6,230,pleat,359679,14813,0.01,0.1,0.28,0.31,0.19,0.09,0.02,3.92,1.222129289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/2/3,0,2,3,5,229,shard,358176,14609,0.01,0.07,0.22,0.28,0.25,0.14,0.04,4.257425743,1.294722458,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/2/2,0,2,2,4,228,moist,361908,14205,0.03,0.13,0.32,0.29,0.16,0.07,0.01,3.663366337,1.228999655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/2/1,0,2,1,3,227,those,351663,13606,0.01,0.13,0.34,0.3,0.15,0.06,0.01,3.67,1.149391143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/1/31,0,1,31,2,226,light,341314,13347,0.01,0.1,0.25,0.27,0.19,0.12,0.05,4.101010101,1.366961901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/1/30,0,1,30,1,225,wrung,294687,11524,0,0.02,0.18,0.39,0.27,0.12,0.02,4.35,1.033198916,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
2022/1/29,0,1,29,7,224,could,313220,11592,0.01,0.07,0.29,0.35,0.2,0.08,0.01,3.930693069,1.119206099,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
2022/1/28,0,1,28,6,223,perky,296968,11148,0.01,0.04,0.17,0.3,0.27,0.17,0.04,4.45,1.235920709,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
2022/1/27,0,1,27,5,222,mount,331844,11451,0.01,0.09,0.29,0.33,0.19,0.07,0.01,3.858585859,1.137160215,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
2022/1/26,0,1,26,4,221,whack,302348,10163,0.01,0.04,0.22,0.37,0.24,0.1,0.02,4.17,1.122987088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/1/25,0,1,25,3,220,sugar,276404,8708,0.01,0.06,0.25,0.34,0.23,0.09,0.01,4.04040404,1.127428395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/1/24,0,1,24,2,219,knoll,258038,8317,0.01,0.01,0.11,0.29,0.33,0.21,0.04,4.71,1.125122216,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
2022/1/23,0,1,23,1,218,crimp,269929,7630,0.01,0.05,0.28,0.38,0.2,0.07,0.01,3.96,1.066958293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/1/22,0,1,22,7,217,wince,241489,6850,0.01,0.03,0.17,0.33,0.29,0.15,0.03,4.415841584,1.162681492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/1/21,0,1,21,6,216,prick,273727,7409,0.01,0.08,0.3,0.33,0.19,0.07,0.01,3.868686869,1.124982286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/1/20,0,1,20,5,215,robot,243964,6589,0.01,0.08,0.29,0.34,0.2,0.08,0.01,3.910891089,1.135380687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/1/19,0,1,19,4,214,point,280622,7094,0.01,0.16,0.37,0.28,0.12,0.04,0.01,3.505050505,1.113496063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/1/18,0,1,18,3,213,proxy,220950,6206,0.01,0.02,0.11,0.24,0.31,0.26,0.06,4.821782178,1.213749934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/1/17,2,1,17,2,212,shire,222197,5640,0.01,0.08,0.32,0.32,0.18,0.08,0.02,3.891089109,1.176510953,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/1/16,0,1,16,1,211,solar,209609,4955,0.01,0.09,0.32,0.32,0.18,0.07,0.01,3.82,1.134724636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/1/15,0,1,15,7,210,panic,205880,4655,0.01,0.09,0.35,0.34,0.16,0.05,0.01,3.732673267,1.079888967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/1/14,0,1,14,6,209,tangy,169484,3985,0.01,0.04,0.21,0.3,0.24,0.15,0.05,4.37,1.270078738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/1/13,0,1,13,5,208,abbey,132726,3345,0.01,0.02,0.13,0.29,0.31,0.2,0.03,4.606060606,1.153108945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/1/12,0,1,12,4,207,favor,137586,3073,0.01,0.04,0.15,0.26,0.29,0.21,0.04,4.57,1.251039568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/1/11,0,1,11,3,206,drink,153880,3017,0.01,0.09,0.35,0.34,0.16,0.05,0.01,3.732673267,1.079888967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/1/10,0,1,10,2,205,query,107134,2242,0.01,0.04,0.16,0.3,0.3,0.17,0.02,4.43,1.176902715,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
2022/1/9,0,1,9,1,204,gorge,91477,1913,0.01,0.03,0.13,0.27,0.3,0.22,0.04,4.64,1.212600511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/1/8,0,1,8,7,203,crank,101503,1763,0.01,0.05,0.23,0.31,0.24,0.14,0.02,4.22,1.204823639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022/1/7,0,1,7,6,202,slump,80630,1362,0.01,0.03,0.23,0.39,0.24,0.09,0.01,4.13,1.055035544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
